City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Tevriz,RU,2022-07-17 18:55:14,57.509,72.4042,57.45,74,19,4.36
279,Pevek,RU,2022-07-17 18:55:15,69.7008,170.3133,31.17,93,100,32.97
280,Ranikhet,IN,2022-07-17 18:55:15,29.65,79.4167,67.73,77,42,1.63
281,Bolobo,CD,2022-07-17 18:55:16,-2.1667,16.2333,82.18,44,81,1.14
282,Luderitz,NA,2022-07-17 18:55:16,-26.6481,15.1594,64.58,52,1,6.93
283,Mehamn,NO,2022-07-17 18:55:16,71.0357,27.8492,55.35,76,75,6.91
284,Praia,CV,2022-07-17 18:55:17,14.9215,-23.5087,80.2,66,19,15.39
285,Ulvik,NO,2022-07-17 18:55:17,60.5672,6.9187,55.96,99,100,3.29
286,Staraya Poltavka,RU,2022-07-17 18:55:18,50.4772,46.4814,74.73,50,0,6.87
287,Hualmay,PE,2022-07-17 18:55:18,-11.0964,-77.6139,66.43,70,15,10.38
288,Takoradi,GH,2022-07-17 18:55:18,4.8845,-1.7554,74.95,81,32,10.65
289,Luang Prabang,LA,2022-07-17 18:55:19,19.8856,102.1347,75.76,95,100,1.97
290,Kamaishi,JP,2022-07-17 18:55:17,39.2667,141.8833,69.91,94,1,4.9
291,Te Anau,NZ,2022-07-17 18:55:19,-45.4167,167.7167,51.46,80,100,13.85
292,Gamba,GA,2022-07-17 18:55:20,-2.65,10.0,70.92,85,15,7.99
293,Belyy Yar,RU,2022-07-17 18:55:21,53.6039,91.3903,66.09,77,40,15.66
